物件番号,物件名,店舗名,物件種目,物件種別,ステータスと物件種別,レインズと物件種別,ステータス（公開、済み等）,都道府県,市区,町域,以降番地,小学校,中学校,路線,駅,バス停名１,バス乗車時間１,徒歩（分）,路線２,駅２,バス停名２,バス乗車時間２,徒歩（分）２,路線３,駅３,バス停名３,バス乗車時間３,徒歩（分）３,その他交通,その他交通徒歩（分）,現況,明渡,自社/他社,取引態様種別,備考,価格（万円）,最終取引価格（万円）,坪単価,建物構造,建物号室,土地面積（㎡）,土地坪,地目,建物面積（㎡）,建坪,間取,土地権利,借地料(円）,借地期間,完成,完成予定、完成済み,新築/中古,道路１,道路２,道路３,私道,私道面積（㎡）,専有面積（㎡）,バルコニー面積（㎡）,階数,所在階,管理費（円）,修繕費（円）,駐車場,駐車場（円/月）,管理形態,施工会社,管理会社,用途地域,その他規制,都市計画,建蔽率,容積率,設備,特記事項,業者名,業者電話番号,業者FAX,業者担当,物件登録日時,更新日時,広告掲載,ホームページ掲載,アットホーム掲載,HOMES掲載,SUUMO掲載,制限事項（SUUMO専用）,メモ（非公開情報）,参考資料,リゾート物件,収益物件,物件URL,ログイン時非掲載,取込緯度,取込経度
43100353,南区城南町藤山　分譲地4号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町藤山,字宮下431-2　4号地,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,藤山バス停,2,更地,相談,他社,媒介,,496.6,,,,,202.71,,宅地,,,,所有権,,,,,,南西側:,,,,,,,,,,,,,,,,,集落内開発区域,市街化調整区域,40,80,上水道:浄化槽（個別）,,ERAラクラス,096-327-9657,096-352-9663,,,2019/3/1 15:56,,,,,,,,,,,,,32.6742402,130.7292276
43100332,南区城南町藤山　分譲地3号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町藤山,字宮下431-2　3号地,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,藤山バス停,2,更地,相談,他社,媒介,,496.6,,,,,202.71,,宅地,,,,所有権,,,,,,南西側:,,,,,,,,,,,,,,,,,集落内開発区域,市街化調整区域,40,80,上水道:浄化槽（個別）,,ERAラクラス,096-327-9657,096-352-9663,,,2019/3/1 15:56,,,,,,,,,,,,,32.6742402,130.7292276
43100329,南区城南町藤山　分譲地2号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町藤山,字宮下431-2　2号地,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,藤山バス停,2,更地,相談,他社,媒介,,496.6,,,,,202.7,,宅地,,,,所有権,,,,,,南西側:,,,,,,,,,,,,,,,,,集落内開発区域,市街化調整区域,40,80,上水道:浄化槽（個別）,,ERAラクラス,096-327-9657,096-352-9663,,,2019/3/1 15:56,,,,,,,,,,,,,32.6742402,130.7292276
43100293,南区城南町藤山　分譲地1号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町藤山,字宮下431-2　1号地,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,藤山バス停,2,更地,相談,他社,媒介,,496.6,,,,,202.7,,宅地,,,,所有権,,,,,,北東側:,,,,,,,,,,,,,,,,,集落内開発区域,市街化調整区域,40,80,上水道:浄化槽（個別）,,ERAラクラス,096-327-9657,096-352-9663,,,2019/3/1 15:56,,,,,,,,,,,,,32.6742402,130.7292276
43065048,北区楡木,,土地,売地,売地,売地,公開,熊本県,熊本市北区,楡木,2丁目11,楡木小学校,楠中学校,,,,,,,,,,,,,,,,団地中央バス停,4,更地,即,他社,媒介,,"1,431.80",,,,,304.29,,宅地,,,,所有権,,,/,,,東側:公道:幅員4m:間口6m,,,,67.62,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道:電気,,ERAラクラス,096-327-9657,096-352-9663,,,2019/5/31 14:48,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00135140,,32.8448498,130.7529748
43064785,上益城郡益城町安永,,土地,売地,売地,売地,公開,熊本県,上益城郡益城町,安永,825-18,広安小学校,益城中学校,,,,,,,,,,,,,,,,安永バス停,6,更地,相談,他社,媒介,,"1,120",,,,,265.71,,宅地,,,,所有権,,,,,,南側:公道:幅員4m:間口4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道:電気,,株式会社ハウスレッシュ,096-375-5099,096-364-0933,,,2019/5/9 11:57,,,,,,,,,,,,,32.789622,130.8088186
43064438,西区花園,,土地,売地,売地,売地,公開,熊本県,熊本市西区,花園,6丁目5-8,,,,,,,,,,,,,,,,,,中尾バス停,7,その他,相談,他社,媒介,現在家庭菜園として使用中,"1,030",,,,,341.72,,宅地,,,,所有権,,,,,,西側:公道:幅員5.5m:間口8m,,,,,,,,,,,,,,,,2種低層,崖条例,市街化区域,40,80,,,エイブルネットワーク熊本地所株式会社,096-327-9775,096-346-4110,,,2019/6/17 14:06,,,,,,,,,,,,,32.8184206,130.688279
43064318,東区下江津　分譲地　5号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,下江津,5丁目　5号地,画図小学校,湖東・出水中学校,,,,,,,,,,,,,,,,画図橋バス停,6,更地,相談,他社,売主,土地面積は、確定測量後に決定します。上水道：水道加入金を納付後使用可能になります。(買主負担)下水道：下水道の使用にあたり、受益者負担金が必要です。(買主負担)一部地役権あり,"1,550",,,,,232.69,,宅地,,,,所有権,,,/,,,西側:公道:幅員4m,,,,,,,,,,,,,,,,1種低層,風致地区　,市街化区域,30,80,上水道:下水道,,有限会社吉川ホーム,096-369-1116,096-369-1115,,,2019/6/11 16:01,,,,,,,,,,,https://www.athome.co.jp/tochi/6964566297/,,32.7723674,130.7415174
43064308,東区下江津　分譲地　4号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,下江津,5丁目　4号地,画図小学校,湖東・出水中学校,,,,,,,,,,,,,,,,画図橋バス停,6,更地,相談,他社,売主,土地面積は、確定測量後に決定します。上水道：水道加入金を納付後使用可能になります。(買主負担)下水道：下水道の使用にあたり、受益者負担金が必要です。(買主負担)一部地役権あり,"1,765",,,,,271.48,,宅地,,,,所有権,,,/,,,西側:公道:幅員4m,,,,,,,,,,,,,,,,1種低層,風致地区　,市街化区域,30,80,上水道:下水道,,有限会社吉川ホーム,096-369-1116,096-369-1115,,,2019/6/11 16:01,,,,,,,,,,,https://www.athome.co.jp/tochi/6964566297/,,32.7723674,130.7415174
42969397,合志市御代志,,土地,売地,売地,売地,公開,熊本県,合志市,御代志,2086-108　の東側,西合志中央小学校,西合志中学校,,,,,,,,,,,,,,,,救世教前バス停,7,更地,相談,他社,専属専任,,"1,300",,,,,333,,畑,,,,所有権,,,,,,北側:公道:幅員5.5m:間口24m,,,,,,,,,,,,,,,,,集落内開発地域,市街化調整区域,70,200,プロパンガス（個別）:上水道:下水道:側溝,,有限会社ハイエスト,096-337-0123,096-337-0173,,,2019/3/25 15:14,,,,,,,,,,,,,32.8901275,130.7487931
42969345,合志市御代志,,土地,売地,売地,売地,公開,熊本県,合志市,御代志,1661-108、1661-107,西合志中央小学校,西合志中学校,,,,,,,,,,,,,,,,西合志庁舎前バス停,7,更地,相談,他社,専属専任,国土法届出が必要,"1,100",,,,,278,,雑種地,,,,所有権,,,,,,南東側:公道:幅員4m,,,,,,,,,,,,,,,,,,市街化調整区域,70,200,プロパンガス（個別）:上水道:下水道:側溝,,有限会社ハイエスト,096-337-0123,096-337-0173,,,2019/3/5 11:25,,,,,,,,,,,,,32.891715,130.7470765
42969237,西区小島,,土地,売地,売地,売地,公開,熊本県,熊本市西区,小島,9丁目16,,,,,,,,,,,,,,,,,,小島町営住宅前バス停,5,更地,即,他社,専任,北東側私道持分無し,720,,,,,238.05,,宅地,,,,所有権,,,,,,南東側:公道:幅員8m， 北東側:私道:幅員4m,,,無,,,,,,,,,,,,,1種中高,,市街化区域,60,150,プロパンガス（個別）:上水道:下水道:電気:側溝,角地,九州セキスイハイム不動産株式会社/熊本営業所,096-367-1911,096-360-2522,,,2018/10/5 14:06,,,,,,,,,,,,,32.7819039,130.6262899
42969177,西区蓮台寺,,土地,売地,売地,売地,公開,熊本県,熊本市西区,蓮台寺,1丁目8-20,白坪小学校,花陵中学校,,,,,,,,,,,,,,,,町口神社前バス停,3,上物有,相談,他社,媒介,,650,,,,,115.63,,宅地,,,,所有権,,,,,,北側:,,,,,,,,,,,,,,,,1種住居,埋蔵文化財包蔵地,市街化区域,60,200,プロパンガス（個別）:上水道:下水道,セットバック要,E-Life不動産株式会社,096-284-1899,096-284-1811,,,2018/11/25 10:43,,,,,,,,,,,,,32.7744441,130.6897603
42951893,西区西松尾町,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市西区,西松尾町,3892番地1、他2筆,小島小学校,城西中学校,,,,,,,,,,,,,,,,梅洞バス停,15,空,相談,他社,媒介,,600,,,木造,,572.14,,宅地,50.9,,4DK,所有権,,,Aug-71,完成済み,中古,,,,,,,,1,,,,,,,,,無指定,,市街化調整区域,40,80,,,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:21,,,,,,,,,,,,,32.7967862,130.620187
42951743,中央区子飼本町,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,子飼本町,43486,黒髪小学校,桜山中学校,,,,,,,,,,,,,,,,子飼本町バス停,1,更地,相談,他社,媒介,,"2,100",,,,,119.59,,宅地,,,,所有権,,,,,,北側:公道:幅員15m:間口7m,,,,,,,,,,,,,,,,近隣商業,準防火地域、埋蔵文化財包蔵地,市街化区域,80,300,,,ベスト・グリーン株式会社,096-364-5010,096-364-5029,,,2019/4/12 16:55,,,,,,,,,,,,,32.812636,130.7217843
42878355,南区良町,,土地,売地,売地,売地,公開,熊本県,熊本市南区,良町,2丁目9-31,田迎南小学校,託麻中学校,,,,,,,,,,,,,,,,下乙バス停,4,上物有,相談,他社,専任,上物：木造2階建て（99.32㎡）,"1,400",,,,,190,,宅地,,,,所有権,,,,,,南側:公道:幅員3.7m:間口11m,,,無,,,,,,,,,,,,,1種中高,,市街化区域,60,150,プロパンガス（個別）:下水道,,株式会社コスギ不動産,096-368-0001,096-368-0002,,,2019/6/10 15:23,,,,,,,,,,,,,32.7598241,130.7219137
42870100,南区城南町永,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町永,字屋敷1248番,杉上小学校,下益城城南中学校,,,,,,,,,,,,,,,,千町バス停,21,更地,相談,他社,専任,,680,,,,,994.07,,宅地,,,,所有権,,,,,,西側:公道:幅員2m:間口3m,,,無,,,,,,,,,,,,,無指定,集落内開発区域,市街化調整区域,40,80,,,株式会社サンタ不動産,096-334-0007,096-334-0777,,,2019/5/23 18:11,,,,,,,,,,,,,32.7329043,130.7251538
42870060,南区富合町莎崎,,土地,売地,売地,売地,公開,熊本県,熊本市南区,富合町莎崎,523-1,,,,,,,,,,,,,,,,,,東莎崎バス停,3,更地,即,他社,媒介,,540,,,,,306.81,,宅地,,,,所有権,,,,,,西側:公道:幅員4m:間口13m,,,無,,,,,,,,,,,,,,集落内開発区域,調整区域,40,80,プロパンガス（個別）:上水道:電気:浄化槽（個別）:側溝,,コガ開発,096-329-6887,096-228-9500,,,2019/3/19 14:15,,,,,,,,,,,,,32.7210567,130.654965
42869998,東区秋津町秋田,,土地,売地,売地,売地,公開,熊本県,熊本市東区,秋津町秋田,字古屋敷3446番7,秋津･若葉小学校,東野中学校,,,,,,,,,,,,,,,,秋津団地入口バス停,5,更地,相談,他社,媒介,,"1,730",,,,,412.1,,宅地,,,,所有権,,,/,,,西側:公道:幅員6.01m:間口28m,,,,,,,,,,,,,,,,,都市計画法34条11号指定区域,市街化調整区域,40,80,都市ガス:上水道:下水道:電気,,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,,,2019/5/10 14:09,,,,,,,,,,,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1090z2bsz1030z2ncz190209817.html,,32.7623351,130.7670606
42824358,東区西原　分譲地　2号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,西原,2丁目　2号地,西原小学校,西原中学校,,,,,,,,,,,,,,,,平の下バス停,4,更地,相談,他社,媒介,,"1,430",,,,,224.45,,宅地,,,,所有権,,,/,,,北西側:公道,,,無,,,,,,,,,,,,,2種中高,法22条区域,市街化区域,60,150,上水道:下水道,,株式会社ルミナスホーム,096-385-0837,096-387-3117,,,2019/1/11 15:47,,,,,,,,,,,http://www.athome.co.jp/tochi/6960587060/,,32.8181007,130.7560053
42800326,東区広木町,,土地,売地,売地,売地,公開,熊本県,熊本市東区,広木町,43823,泉ケ丘小学校,湖東中学校,,,,,,,,,,,,,,,,泉ヶ丘小学校前バス停,8,上物有,相談,他社,媒介,敷地の一部が公道となっており有効面積を土地家屋調査士により地積確定を行い引渡すこととします   他所在地:617-1、626-3,"2,390",,,,,298.45,,宅地,,,,所有権,,,/,,,,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,,株式会社アズマシティ開発,096-213-0808,096-213-0811,,,2019/6/17 14:12,,,,,,,,,,,https://www.athome.co.jp/tochi/6966042643/,,32.7728674,130.7563471
42782012,中央区黒髪,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,黒髪,4丁目411、412-2,黒髪小学校,桜山中学校,,,,,,,,,,,,,,,,電鉄本社前バス停,8,上物有,相談,他社,専任,,"1,750",,,,,414.34,,宅地,,,,所有権,,,,,,北東側:公道:幅員2.8m:間口3.6m,,,無,,,,,,,,,,,,,1種中高,風致地区、宅地造成規制区域、屋外広告物(第2種禁止区域),市街化区域,30,150,都市ガス:上水道:下水道:電気,,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,,,2019/6/3 12:38,,,,,,,,,,,,,32.8210158,130.7272702
42736558,西区新土河原,,土地,売地,売地,売地,公開,熊本県,熊本市西区,新土河原,1丁目7番31号,白坪小学校,花陵中学校,,,,,,,,,,,,,,,,新土河原バス停,2,上物有,相談,他社,専任,瑕疵担保売主免責物件公簿売買上物昭和51年2月築官民境界立会未済建築に際してはセットバックが必要残地物は売主にて撤去予定あり,"1,600",,,,,282.99,,宅地,,,,所有権,,,,,,北側:公道:幅員2.6m:間口3m,,,,,,,,,,,,,,,,1種住居,,市街化区域,60,200,上水道:下水道:電気,,株式会社平成不動産,096-370-2677,096-370-2633,,,2019/6/18 13:21,,,,,,,,,,,,,32.7748884,130.6795167
42736117,北区楡木,,土地,売地,売地,売地,公開,熊本県,熊本市北区,楡木,4丁目29-5,楡木小学校,楠中学校,,,,,,,,,,,,,,,,楠団地バス停,10,更地,相談,他社,媒介,,980,,,,,209.75,,宅地,,,,所有権,,,,,,西側:公道:幅員4m:間口17.3m,,,,,,,,,,,,,,,,1種中高,準防火地域,市街化区域,60,150,,,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:22,,,,,,,,,,,,,32.8528352,130.7556522
42736040,北区飛田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,飛田,1丁目14-8,北部東小学校,北部中学校,,,,,,,,,,,,,,,,熊本電気鉄道　堀川駅,20,上物有,相談,他社,媒介,現況渡し　解体費用分くらいはは売主様へ交渉可。,"1,000",,,,,199.13,,宅地,,,,所有権,,,/,,,南側:公道:幅員6m:間口16m， 西側:私道:幅員6m:間口11m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,上水道:下水道:電気:側溝,,九州セキスイハイム不動産株式会社/熊本営業所,096-367-1911,096-360-2522,,,2019/4/11 12:31,,,,,,,,,,,https://www.athome.co.jp/tochi/6966022309/,,32.8546154,130.7142321
42736038,東区山ノ神,,土地,売地,売地,売地,公開,熊本県,熊本市東区,山ノ神,1丁目10,山ノ内小学校,東町･錦ヶ丘中学校,,,,,,,,,,,,,,,,小峯3丁目バス停,2,更地,相談,他社,媒介,※都市計画道路予定地の為、建築時には条件が着きます。(木造2階建迄など),"1,650",,,,,293.44,,宅地,,,,所有権,,,/,,,北側:公道:幅員5m,,,,,,,,,,,,,,,,2種中高,都市計画法第53条1項許可必要,市街化区域,60,150,,,株式会社リアルサービス,096-283-7772,096-283-7773,,,2019/6/7 17:52,,,,,,,,,,,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1090z2bsz1030z2ncz188610190.html,,32.79774881,130.7740259
42709600,北区室園町,,土地,売地,売地,売地,公開,熊本県,熊本市北区,室園町,20-68,清水小学校,竜南中学校,,,,,,,,,,,,,,,,北熊本駅,3,上物有,相談,他社,専属専任,,900,,,,,231.51,,宅地,,,,所有権,,,,,,南側:公道:幅員4m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,上水道:下水道:電気:側溝,,有限会社ハイエスト,096-337-0123,096-337-0173,,,2019/5/27 14:28,,,,,,,,,,,,,32.82779502,130.7238719
42660159,北区楡木,,土地,売地,売地,売地,公開,熊本県,熊本市北区,楡木,3丁目6,楡木小学校,楡木中学校,,,,,,,,,,,,,,,,楡木バス停,4,更地,相談,他社,媒介,,980,,,,,175.94,,宅地,,,,所有権,,,/,,,南側:公道:幅員4m:間口11m,,,無,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,株式会社コスギ不動産/売買事業部,096-375-5588,096-372-5400,,,2019/5/27 14:14,,,,,,,,,,,https://www.athome.co.jp/tochi/1076184433/,,32.84574073,130.750646
42614751,南区川尻,,土地,売地,売地,売地,公開,熊本県,熊本市南区,川尻,6丁目9番18号,川尻小学校,城南中学校,,,,,,,,,,,,,,,,加勢川橋バス停,3,更地,相談,他社,専任,上水道(市営)宅地内引込有下水道前面道路本管有,380,,,,,99.17,,宅地,,,,所有権,,,,,,東側:公道:幅員5.5m,,,,,,,,,,,,,,,,1種住居,,市街化区域,60,200,上水道:下水道,,株式会社南部不動産,096-358-2198,096-358-2210,,,2019/6/4 13:32,,,,,,,,,,,,,32.7315062,130.6814374
42614583,南区城南町碇,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町碇,字免戸町858番1外,杉上小学校,下益城城南中学校,,,,,,,,,,,,,,,,宮の下バス停,25,更地,即,他社,専属専任,,"1,940",,,,,912.3,,宅地,,,,所有権,,,,,,北側:公道:幅員5m:間口23m,,,,,,,,,,,,,,,,無指定,集落内開発制度区域内、埋蔵文化財包蔵地内,市街化調整区域,40,80,プロパンガス（個別）:井戸:上水道:下水道:電気,角地,株式会社ハイコム,096-383-2112,096-383-2113,,,2019/6/11 14:41,,,,,,,,,,,,,32.7209442,130.7191074
42614545,南区城南町東阿高,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町東阿高,字山口1671番,,下益城城南中学校,,,,,,,,,,,,,,,,御領バス停,5,更地,即,他社,専任,境界明示後引渡し都市計画法34条11号指定区域による建設許可区域下水道整備予定,370,,,,,424.75,,宅地,,,,所有権,,,,,,東側:公道:幅員4m:間口21m， 北側:公道:幅員3.4m:間口19m,,,,,,,,,,,,,,,,,,市街化調整区域,40,80,,,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:21,,,,,,,,,,,,,32.690622,130.7260884
42527223,西区八島,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市西区,八島,2丁目13-2,白坪小学校,花陵中学校,,,,,,,,,,,,,,,,八島町バス停,6,空,相談,他社,専任,2007年7月増築建替え時のセットバック後の概算面積約117.64㎡（35.58坪）セットバックの際カーポートの撤去が必要になる可能性あり,"1,060",,,木造,,154.99,,宅地,43.25,,1LDK,所有権,,,Sep-01,完成済み,中古,東側:公道:幅員1.4m:間口20.07m， 北側:公道:幅員4m:間口3.23m,,,,,,,1,,,,,,,,,2種中高,,市街化区域,60,160,プロパンガス（個別）:上水道:下水道:電気,,トオルプランニング有限会社,096-378-0802,096-378-1168,,,2019/5/23 15:35,,,,,,,,,,,,,32.7791825,130.6817831
42527188,東区水源,,土地,売地,売地,売地,公開,熊本県,熊本市東区,水源,1丁目5-15,泉ヶ丘小学校,中学校,,,,,,,,,,,,,,,,泉ヶ丘小学校前バス停,5,上物有,即,他社,媒介,,980,,,,,218.18,,宅地,,,,所有権,,,/,,,,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:11,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00134856,,32.7749089,130.752639
42526730,北区山室,,土地,売地,売地,売地,公開,熊本県,熊本市北区,山室,6丁目576-1,,,,,,,,,,,,,,,,,,熊本機能病院前バス停,1,更地,相談,他社,媒介,要中心後退。   分筆して売られる為、実測売買になります。,"4,964.40",,,,,912,,宅地,,,,所有権,,,/,,,,,,,,,,,,,,,,,,,準工業,,市街化区域,60,200,,セットバック要,株式会社地建,096-343-7740,096-344-5044,,,2019/1/11 11:25,,,,,,,,,,,https://www.athome.co.jp/tochi/6965978120/,,32.8463884,130.7184984
42473408,中央区出水,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,出水,5丁目11-30,出水南小学校,出水中学校,,,,,,,,,,,,,,,,湧心館高校前バス停,7,更地,相談,他社,専任,,"1,430",,,,,261.15,,宅地,,,,所有権,,,,,,北側:私道:間口2m,,,,,,,,,,,,,,,,2種中高,43条第1項但し書き,市街化区域,60,160,上水道:下水道,,ミツワ不動産建設有限会社,096-288-5830,096-288-5831,,,2019/3/25 15:32,,,,,,,,,,,,,32.7797834,130.7295124
42473318,中央区帯山,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,帯山,4丁目13-23,帯山小学校,帯山中学校,,,,,,,,,,,,,,,,帯山小学校入口バス停,3,上物有,相談,他社,一般,敷地前面電柱は敷地内角に移設可能,"2,580",,,,,307.88,,宅地,,,,所有権,,,,,,東側:公道:幅員6.4m:間口5.4m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,都市ガス:上水道:下水道:電気:側溝,,株式会社たたら不動産,096-375-7131,096-375-7132,,,2018/10/27 11:19,,,,,,,,,,,,,32.8013426,130.7483918
42420776,南区城南町出水,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町出水,1022-1,杉上小学校,下益城城南中学校,,,,,,,,,,,,,,,,城南病院前バス停,5,更地,即,他社,専任,,550,,,,,395,,畑,,,,所有権,,,,,,東側:公道:幅員4m:間口22m， 北側:公道:幅員4m:間口18m,,,,,,,,,,,,,,,,無指定,集落内開発区域内,市街化調整区域,40,80,プロパンガス（個別）:下水道,角地,有限会社フローレンス,096-312-8210,096-312-8220,,,2019/2/8 15:44,,,,,,,,,,,,,32.7147782,130.7537662
42420631,東区長嶺東,,土地,売地,売地,売地,公開,熊本県,熊本市東区,長嶺東,5丁目5,託麻南小学校,長嶺中学校,,,,,,,,,,,,,,,,熊本工業専門学校前バス停,6,その他,相談,他社,媒介,農地転用手続き要   引き渡しは畑の収穫後になります。(年末予定),"2,700",,,,,604,,宅地,,,,所有権,,,/,,,北側:公道:幅員4m:間口4m,,,,,,,,,,,,,,,,1種中高,農地転用手続き要　2項道路(暫定B判定)　引渡しは年末予定,市街化区域,60,150,,,株式会社リアルサービス,096-283-7772,096-283-7773,,,2019/6/7 17:52,,,,,,,,,,,https://www.athome.co.jp/tochi/6965940837/,,32.82250427,130.7813922
42420203,西区島崎,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市西区,島崎,5丁目,城西小学校,西山中学校,,,,,,,,,,,,,,,,団子原バス停,8,居住中,相談,他社,専任,ガルバニウム屋根材交換（2017年1月）,"1,280",,,木造,,185.12,,宅地,,,4SLDK,所有権,,,May-92,完成済み,中古,南西側:公道,,,,,,,2,,,,,,,,,1種低層,,市街化区域,30,60,プロパンガス（個別）:上水道:電気:浄化槽（個別）:システムキッチン:シャンプードレッサー:浴室乾燥機:ウォシュレット:床下収納:エアコン,駐車場2台分:閑静な住宅街,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:20,,,,,,,,,,,,,32.811674,130.6832905
42336989,北区清水亀井町,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水亀井町,,清水小学校,竜南中学校,,,,,,,,,,,,,,,,亀井バス停,7,上物有,相談,他社,媒介,,960,,,,,479.33,,宅地,,,,所有権,,,,,,南側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,プロパンガス（個別）:上水道:下水道,,三井住友トラスト不動産株式会社熊本センター,096-320-8818,096-320-8828,,,2019/6/7 14:54,,,,,,,,,,,,,32.8373255,130.7217926
42281682,東区長嶺南,,土地,売地,売地,売地,公開,熊本県,熊本市東区,長嶺南,5丁目3-131,長嶺小学校,長嶺中学校,,,,,,,,,,,,,,,,小峯バス停,3,更地,相談,他社,媒介,,"1,200",,,,,260.84,,宅地,,,,所有権,,,/,,,,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,,,有限会社アジアンアセット･インベストメント,096-342-6700,096-342-6701,,,2019/5/31 14:02,,,,,,,,,,,https://www.athome.co.jp/tochi/6965901687/,,32.8051846,130.778704
42249776,中央区出水,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,出水,8丁目32-25,出水南小学校,出水南中学校,,,,,,,,,,,,,,,,出水郵便局前バス停,8,更地,相談,他社,一般,,"1,998",,,,,278.18,,宅地,,,,所有権,,,,,,南側:私道:幅員4m:間口4m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,,新産不動産株式会社,096-312-5070,096-356-3339,,,2019/5/23 15:05,,,,,,,,,,,,,32.774995,130.7308679
42248566,東区長嶺東,,土地,売地,売地,売地,公開,熊本県,熊本市東区,長嶺東,1丁目9,託麻西小学校,西原中学校,,,,,,,,,,,,,,,,八反田バス停,6,更地,即,他社,売主,,"1,250",,,,,166,,宅地,,,,所有権,,,,,,西側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,株式会社ナガエ,096-348-6266,096-348-6268,,,2019/6/18 13:38,,,,,,,,,,,,,32.8172303,130.767499
42248503,北区麻生田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,麻生田,5丁目11-20,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,麻生田小学校前バス停,8,上物有,即,他社,媒介,,"1,080",,,木造,,234,,宅地,,,3DK,所有権,,,Dec-69,,,東側:公道:幅員4m:間口13m， 南側:公道:幅員5m:間口17m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,上水道:下水道:電気,,株式会社ハイコム,096-383-2112,096-383-2113,,,2019/6/11 14:41,,,,,,,,,,,https://www.athome.co.jp/kodate/6965884798/,,32.8526101,130.7471937
42231213,北区植木町滴水,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町滴水,,桜井小学校,鹿南中学校,,,,,,,,,,,,,,,,萩迫バス停,3,更地,相談,他社,媒介,,980,,,,,217.8,,宅地,,,,所有権,,,/,,,北東側:公道:幅員4m:間口25m， 西側:公道:幅員3.4m:間口13m,,,,,,,,,,,,,,,,指定無,集落内開発指定区域,調整区域,40,80,上水道:下水道,,株式会社コスギ不動産/売買事業部,096-375-5588,096-372-5400,,,2019/6/11 13:06,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00134712,,32.88601114,130.6826765
42179055,北区清水新地,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市北区,清水新地,6丁目4-28,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,杉下バス停,6,空,即,他社,媒介,インスペクション･確定測量実施予定,"1,650",,,木造,,363,,宅地,78.18,,3DK,所有権,,,Mar-68,完成済み,中古,北西側:公道:幅員3m， 南東側:公道:幅員4m,,,,,,,1,,,,空有,,,,,1種中高,航空法･景観法,市街化区域,60,150,上水道:下水道:電気:側溝:システムキッチン:IHクッキングヒータ:ウォシュレット:床下収納,日当たり良好:閑静な住宅街,ERAラクラス,096-327-9657,096-352-9663,,,2018/6/15 11:35,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00134642,,32.8510354,130.7407057
